data_pm_2.5,dates,data_pm_10,precipitation,year,Number of tourists,Receipts,perc of GNP,date,uWind,vWind,wind_dir_deg,wind_dir_labels,wind_speed
3.501671486105806e-08,2019-01-16,4.911441919830395e-08,0.0,2019,12.93,9.95,7.7,2019-01-16,-0.11399462819099426,-0.5861069361368816,11.006309278203446,N,0.5970897050227592
3.141711202303554e-08,2019-01-17,4.3977760544322564e-08,0.0,2019,12.93,9.95,7.7,2019-01-17,-0.28848599394162494,-0.06059590975443524,78.13758616446569,E,0.2947813307851346
2.03402972243083e-08,2019-01-18,2.849816493899482e-08,0.0,2019,12.93,9.95,7.7,2019-01-18,-0.607306096288893,-1.167074786292182,27.490938208772718,NE,1.3156307427954839
2.5821925694891057e-08,2019-01-19,3.612507226691264e-08,0.0,2019,12.93,9.95,7.7,2019-01-19,-0.04903067482842338,-0.8419797685411241,3.3327187430177787,N,0.8434061522817435
9.11217612475923e-09,2019-01-20,1.3113688801524859e-08,0.0,2019,12.93,9.95,7.7,2019-01-20,2.2956944273577795,-0.008039838737911642,270.20065690750954,W,2.2957085056270743
1.281323624979791e-08,2019-01-21,1.9201834011717267e-08,0.0,2019,12.93,9.95,7.7,2019-01-21,-0.4879490534464518,-1.5658149189419217,17.308405777577377,N,1.640082509857472
1.6801436464319863e-08,2019-01-22,2.385472508414921e-08,0.0,2019,12.93,9.95,7.7,2019-01-22,-0.858425670199924,-1.555787828233507,28.8882749428916,NE,1.776899096104706
2.103694118904542e-08,2019-01-23,2.988837399797717e-08,0.0,2019,12.93,9.95,7.7,2019-01-23,-0.6856002807617188,-1.0351709259880915,33.51676173650793,NE,1.2416225638218688
1.173179076108255e-08,2019-01-24,1.693441020744757e-08,0.0,2019,12.93,9.95,7.7,2019-01-24,-1.9495226542154946,-1.9917413923475475,44.38627228044004,NE,2.7870544223767815
1.585361930622753e-08,2019-01-25,2.2264441179586925e-08,0.0,2019,12.93,9.95,7.7,2019-01-25,-0.9328596327039931,-1.0007175339592826,42.990058828654924,NE,1.368087233001674
2.350050742894183e-08,2019-01-26,3.2817661810291554e-08,0.0,2019,12.93,9.95,7.7,2019-01-26,0.6078734861479865,0.03506247202555339,266.69880622576244,W,0.6088838576495924
3.4297133577609884e-08,2019-01-27,4.81031940946508e-08,0.0,2019,12.93,9.95,7.7,2019-01-27,-0.14295278986295065,-0.2883035871717665,26.37410781713993,NE,0.32179878574306225
1.4485382560103233e-08,2019-01-28,2.036215973610922e-08,0.0,2019,12.93,9.95,7.7,2019-01-28,-1.5823856459723578,-2.332442389594184,34.15392294907758,NE,2.818551371423835
1.460419518650724e-08,2019-01-29,2.074566141097023e-08,0.0769131,2019,12.93,9.95,7.7,2019-01-29,-1.2853312492370605,-1.9836831622653537,32.94129599518578,NE,2.3636994962389735
1.06043771541664e-08,2019-01-30,1.4933783210047125e-08,0.0,2019,12.93,9.95,7.7,2019-01-30,-0.9965831968519423,-1.6286687321133084,31.46248419762128,NE,1.909382074706686
1.7723766107535788e-08,2019-01-31,2.4959892423737084e-08,2.104923,2019,12.93,9.95,7.7,2019-01-31,0.10534022210372818,-1.056674427456326,354.30697452809466,N,1.0619121470409014
1.1768790275645813e-08,2019-02-01,1.6850490336395296e-08,0.0,2019,12.93,9.95,7.7,2019-02-01,2.3777164386378393,0.873986608452267,249.81788745588705,W,2.533256413062544
1.1295834240199198e-08,2019-02-02,1.814157402080241e-08,0.0,2019,12.93,9.95,7.7,2019-02-02,-0.38251861598756576,-2.338985072241889,9.287955065728681,N,2.3700573114900485
9.160859959500556e-09,2019-02-03,1.3449046765146022e-08,0.0,2019,12.93,9.95,7.7,2019-02-03,-2.9042834175957575,-2.458173539903429,49.755560999367844,NE,3.8049282939370945
1.3056512315756663e-08,2019-02-04,1.835267282590536e-08,0.0,2019,12.93,9.95,7.7,2019-02-04,-1.15557681189643,-0.9288897514343262,51.20656132938342,NE,1.482630749213182
3.840196849402844e-08,2019-02-05,5.64979416584066e-08,0.0,2019,12.93,9.95,7.7,2019-02-05,0.37797736645572716,0.8817311922709147,203.2036721920976,SW,0.9593314260339311
4.4674947896009704e-08,2019-02-06,6.204311593822898e-08,0.0,2019,12.93,9.95,7.7,2019-02-06,0.13689827587869433,-0.030728234185112835,282.6509500161584,W,0.14030453419150157
2.2362884877225042e-08,2019-02-07,3.099322865018905e-08,0.0,2019,12.93,9.95,7.7,2019-02-07,0.103788693745931,-1.1412654982672796,354.8037146041715,N,1.1459751439209964
1.724525899859941e-08,2019-02-08,2.4072106197259302e-08,0.0,2019,12.93,9.95,7.7,2019-02-08,-0.06621146202087401,-0.6564671198527018,5.759391747507493,N,0.6597977244206312
1.908643210146721e-08,2019-02-09,2.6628320659582982e-08,0.0,2019,12.93,9.95,7.7,2019-02-09,-0.07747466034359403,0.09539333317014906,140.9178733059677,SE,0.12289105341181807
1.8856462169480892e-08,2019-02-10,2.6357705018575928e-08,0.0,2019,12.93,9.95,7.7,2019-02-10,-0.33129268222384983,0.1244538426399231,110.58925680943355,E,0.353897725682033
2.5038358386630932e-08,2019-02-11,3.515754554150874e-08,0.0,2019,12.93,9.95,7.7,2019-02-11,-0.5273371272616916,-0.6000145806206597,41.31139341172616,NE,0.7988128333633604
1.9356196201414377e-08,2019-02-12,2.6939825148453167e-08,0.0,2019,12.93,9.95,7.7,2019-02-12,-0.6000959608289931,-0.7131370438469781,40.08019435814475,NE,0.9320298308048295
2.7224045240359374e-08,2019-02-13,3.8032798244103105e-08,0.0,2019,12.93,9.95,7.7,2019-02-13,0.16082649036414093,0.3747908837265439,203.2246516843539,SW,0.40783987853981474
2.019612055370601e-08,2019-02-14,2.8120226147620997e-08,0.0,2019,12.93,9.95,7.7,2019-02-14,-0.8028168148464627,0.5189295742246839,122.87806280669054,SE,0.9559303014368942
2.3765240775297514e-08,2019-02-15,3.270094206531127e-08,0.7365426,2019,12.93,9.95,7.7,2019-02-15,0.6346770392523872,0.2445948918660482,248.92409495316554,W,0.6801776277422978
2.381252695027314e-08,2019-02-16,3.3599025783814795e-08,17.04007,2019,12.93,9.95,7.7,2019-02-16,-0.36702384220229256,0.8111946350998349,155.65569471181175,SE,0.8903612956321089
5.783982937046517e-08,2019-02-17,7.887075592627468e-08,0.0,2019,12.93,9.95,7.7,2019-02-17,0.7090131872230105,0.15298512246873644,257.8238539834132,W,0.7253303711777869
5.378841372305487e-08,2019-02-18,6.848253875091359e-08,0.9101595,2019,12.93,9.95,7.7,2019-02-18,2.8816607263353133,-0.1947239405579037,273.8658003094724,W,2.8882323235380083
9.086352580067736e-09,2019-02-19,1.27917167969116e-08,0.011909911,2019,12.93,9.95,7.7,2019-02-19,0.3921956684854295,0.6924903194109598,209.52528330785503,SW,0.7958393587003763
2.1899157820470805e-08,2019-02-20,3.043995455698223e-08,0.0,2019,12.93,9.95,7.7,2019-02-20,-0.3613019486268362,-0.4748266008165148,37.26799447976725,NE,0.5966568519044384
1.9544761920009535e-08,2019-02-21,2.676792776323822e-08,0.0,2019,12.93,9.95,7.7,2019-02-21,-0.9424583117167155,-0.16023964352077907,80.35067071070102,E,0.9559834792921832
4.001058595548557e-08,2019-02-22,5.335407271545023e-08,0.0,2019,12.93,9.95,7.7,2019-02-22,-0.35108820597330725,-0.24508995480007595,55.081624857570205,NE,0.42817287900736856
3.53545424047752e-08,2019-02-23,4.5826684669236784e-08,0.0,2019,12.93,9.95,7.7,2019-02-23,-1.3760313987731934,-0.4585010939174229,71.57164841846065,E,1.45040879186979
3.039191931453189e-08,2019-02-24,4.0210956342434656e-08,0.0,2019,12.93,9.95,7.7,2019-02-24,-0.9808646308051215,-1.066848701900906,42.595546259775574,NE,1.4492279243487256
2.3198639453880787e-08,2019-02-25,3.12538350755176e-08,0.0,2019,12.93,9.95,7.7,2019-02-25,0.06668971975644428,-0.09632894727918836,325.30466611086587,NW,0.11716136225355919
3.1309975057070005e-08,2019-02-26,4.2489471496764963e-08,0.0,2019,12.93,9.95,7.7,2019-02-26,0.1692102495968963,0.25826885302861535,213.23165235681282,SW,0.30876351632497073
2.9614298749369716e-08,2019-02-27,4.06537328245804e-08,0.039964702,2019,12.93,9.95,7.7,2019-02-27,-0.40986177656385636,-0.8299078047275543,26.283118384756392,NE,0.925599070999852
2.0781317000562183e-08,2019-02-28,2.8272106655791163e-08,0.0,2019,12.93,9.95,7.7,2019-02-28,-0.4408973455429077,-1.3279296557108562,18.367126313769347,N,1.3992096482740302
1.9099617554196868e-08,2019-03-01,2.6783443907163473e-08,0.0,2019,12.93,9.95,7.7,2019-03-01,0.18450183007452226,-0.9264136420355903,348.7365136157409,N,0.9446074112828539
9.889505360460848e-09,2019-03-02,1.3965211383137888e-08,0.0,2019,12.93,9.95,7.7,2019-03-02,-0.5885494020250108,-1.3568899896409776,23.448730869623205,NE,1.479033753033341
1.4082153533545583e-08,2019-03-03,1.9704208459314643e-08,0.0,2019,12.93,9.95,7.7,2019-03-03,0.07808863785531786,-1.0675129890441895,355.81626204252825,N,1.0703652727644704
9.531582190192012e-09,2019-03-04,1.3426814993167113e-08,0.0,2019,12.93,9.95,7.7,2019-03-04,-0.6177001595497131,-1.3771160973442926,24.158436981758257,NE,1.5093052152141118
1.2052701614528871e-08,2019-03-05,1.6951435366507894e-08,0.0,2019,12.93,9.95,7.7,2019-03-05,0.6357230610317655,-0.15340781874126858,283.56680840841136,W,0.6539707708900695
1.400934346307281e-08,2019-03-06,1.9784200722128276e-08,3.1929111,2019,12.93,9.95,7.7,2019-03-06,2.248493413130442,-0.11956024169921876,273.04375005727354,W,2.251669887058527
8.680005936234636e-09,2019-03-07,1.3638694618123282e-08,0.0,2019,12.93,9.95,7.7,2019-03-07,0.2246519426504771,-2.2563757366604276,354.3141880980229,N,2.2675316889354646
1.931443593949922e-08,2019-03-08,2.833515277966825e-08,0.0,2019,12.93,9.95,7.7,2019-03-08,-0.14885354704327053,-2.156262238820394,3.9490422112054375,N,2.1613940457561416
1.1648559672394754e-08,2019-03-09,1.6572910155332465e-08,0.0,2019,12.93,9.95,7.7,2019-03-09,-1.9441763559977214,-2.281667073567708,40.43384900869427,NE,2.9976367921787332
3.147537872699724e-08,2019-03-10,4.726164515300724e-08,0.0,2019,12.93,9.95,7.7,2019-03-10,-0.4291805856757694,-0.6379733085632324,33.92970726019519,NE,0.7688991595522223
2.6526115193270527e-08,2019-03-11,3.548712068646154e-08,0.0,2019,12.93,9.95,7.7,2019-03-11,-0.965945667690701,-1.1345327695210774,40.411203633061405,NE,1.490038804208669
2.472678506393322e-08,2019-03-12,3.396953140999415e-08,0.0,2019,12.93,9.95,7.7,2019-03-12,0.05049559887912536,-0.5952426062689887,355.1510959531281,N,0.5973805870833601
2.648583286024575e-08,2019-03-13,3.712233664909803e-08,0.0,2019,12.93,9.95,7.7,2019-03-13,-0.5708075099521213,-0.8947448200649685,32.536069418935824,NE,1.061314989270779
1.2767012225189944e-08,2019-03-14,1.79514234588396e-08,0.0,2019,12.93,9.95,7.7,2019-03-14,-1.15211910671658,-1.50613890753852,37.41413698153826,NE,1.8962681363306026
1.893747736403384e-08,2019-03-15,2.634593698758181e-08,0.0,2019,12.93,9.95,7.7,2019-03-15,0.008013281557295082,-0.06697648763656619,353.1773801568262,N,0.06745415166946797
2.25146568055834e-08,2019-03-16,3.1607761741270224e-08,0.24068217,2019,12.93,9.95,7.7,2019-03-16,-0.8779080708821614,0.6124329765637716,124.8998166479729,SE,1.0704189514871265
2.573359558777355e-08,2019-03-17,3.684828442374055e-08,3.2556882,2019,12.93,9.95,7.7,2019-03-17,-1.071860843234592,1.2512031959162817,139.41452256082556,SE,1.6475421405022355
2.200664539486752e-08,2019-03-18,2.9089610720234305e-08,0.0,2019,12.93,9.95,7.7,2019-03-18,-0.43691788779364693,-1.4785980648464627,16.462130628897512,N,1.5418007257884419
9.576205273198468e-09,2019-03-19,1.3162752665607513e-08,0.0,2019,12.93,9.95,7.7,2019-03-19,-0.6276288562350802,-1.535061730278863,22.237801806768175,N,1.6584126437487419
9.868096229048717e-09,2019-03-20,1.35745170659618e-08,0.0,2019,12.93,9.95,7.7,2019-03-20,-0.9299459987216525,-1.7517378065321179,27.96251579242852,NE,1.9832763053524256
6.371936200899597e-09,2019-03-21,8.965747699818394e-09,0.0,2019,12.93,9.95,7.7,2019-03-21,0.39082295364803743,-1.693777667151557,347.0069510242858,N,1.7382823035512807
8.712966237389708e-09,2019-03-22,1.2192996834414771e-08,0.0,2019,12.93,9.95,7.7,2019-03-22,-0.45954932106865776,-0.5701162550184462,38.870984235868264,NE,0.7322691600299184
3.225487976710184e-08,2019-03-23,4.6868707914704544e-08,1.1317073,2019,12.93,9.95,7.7,2019-03-23,-1.0792143609788682,2.0278006030453577,151.97767624118615,SE,2.297102288243635
6.34009960087667e-08,2019-03-24,7.56931406442618e-08,0.017262336,2019,12.93,9.95,7.7,2019-03-24,-1.534113883972168,1.7037560078832839,137.99916270469407,SE,2.2926600147851306
4.837187017603384e-08,2019-03-25,6.638711802509079e-08,5.026819,2019,12.93,9.95,7.7,2019-03-25,-3.0222883224487305,0.8895818359322019,106.40129120534817,E,3.150489255152359
4.7075864983980864e-08,2019-03-26,6.384350814681028e-08,28.189972,2019,12.93,9.95,7.7,2019-03-26,0.3447646564907498,-0.14603498246934676,292.95648344735196,NW,0.37441806108948206
3.885718202062405e-08,2019-03-27,5.259546391467307e-08,3.1703072,2019,12.93,9.95,7.7,2019-03-27,0.6170045336087544,0.0457460184892019,265.7597282763327,W,0.6186980626293984
1.984894559825534e-08,2019-03-28,2.627251449727197e-08,0.37013784,2019,12.93,9.95,7.7,2019-03-28,-0.4300721950001187,-0.3670828607347276,49.51799140805866,NE,0.5654307380726763
1.7611024638597428e-08,2019-03-29,2.3795683201655038e-08,0.36209327,2019,12.93,9.95,7.7,2019-03-29,0.43666007121404016,0.5544483926561143,218.2224706282139,SW,0.7057513995109038
4.166048839238101e-08,2019-03-30,5.565902072568463e-08,0.5503054,2019,12.93,9.95,7.7,2019-03-30,-0.6292640401257409,-0.5597671932644315,48.34503491192618,NE,0.8422069477572062
2.400235373824222e-08,2019-03-31,3.167459584202392e-08,0.0,2019,12.93,9.95,7.7,2019-03-31,2.407297760248184,-0.08520453506045869,272.0270958067059,W,2.4088051642444626
1.6462130325578528e-08,2019-04-01,2.283987321494152e-08,0.0,2019,12.93,9.95,7.7,2019-04-01,0.4889163109991286,0.03503081818214726,265.9017650359535,W,0.49016968223616936
1.9757844471612884e-08,2019-04-02,2.7178364780944264e-08,0.0,2019,12.93,9.95,7.7,2019-04-02,-0.28221305211385095,-0.7526966200934516,20.55282978623393,N,0.8038634266363416
1.7228853566031432e-08,2019-04-03,2.5523739566324366e-08,0.20923546,2019,12.93,9.95,7.7,2019-04-03,-0.32923238476117456,-0.04440191719267106,82.31915028231987,E,0.3322130241665954
1.1638693897531027e-08,2019-04-04,1.6780801637139575e-08,0.041246194,2019,12.93,9.95,7.7,2019-04-04,2.3979399998982744,-1.0310286945766873,293.26598055431964,NW,2.6101985388381177
7.107860744426375e-09,2019-04-05,1.0897739932680395e-08,0.0,2019,12.93,9.95,7.7,2019-04-05,4.281860775417751,0.31648874282836914,265.77273633694995,W,4.293541291800766
7.3168116010435824e-09,2019-04-06,1.1608456085276941e-08,0.0,2019,12.93,9.95,7.7,2019-04-06,2.745488484700521,0.04521539476182726,269.0564822533538,W,2.7458607851722254
1.010529893097356e-08,2019-04-07,1.50563048695318e-08,0.0,2019,12.93,9.95,7.7,2019-04-07,0.4943646790019961,-0.19042964445220095,291.06672216016824,W,0.529773428298304
1.3676215937508118e-08,2019-04-08,1.9338663559409497e-08,0.0,2019,12.93,9.95,7.7,2019-04-08,0.4590202205710941,-1.1691341929965549,338.56425803078645,N,1.2560152563272635
1.4237320544729926e-08,2019-04-09,2.0440283132749926e-08,1.3055152,2019,12.93,9.95,7.7,2019-04-09,-0.7373014026217991,-1.73047849867079,23.077299066962155,NE,1.8810021777419565
8.05555255833923e-09,2019-04-10,1.166378105210697e-08,0.2833478,2019,12.93,9.95,7.7,2019-04-10,-1.8080986870659723,-2.897869110107422,31.961720653492932,NE,3.4156794699568156
7.061609741398911e-09,2019-04-11,1.0071024680868845e-08,0.0,2019,12.93,9.95,7.7,2019-04-11,-1.718586179945204,-2.4776759677463107,34.74627179521417,NE,3.0153634373067315
1.1891430173882611e-08,2019-04-12,1.6860154161690843e-08,0.01651261,2019,12.93,9.95,7.7,2019-04-12,-0.8386694060431586,-2.413714779747857,19.160295887040036,N,2.5552662112989384
9.7011733160568e-09,2019-04-13,1.3713197723197457e-08,0.0,2019,12.93,9.95,7.7,2019-04-13,-1.7343642976548939,-1.525856335957845,48.65937742099703,NE,2.3100339986594682
1.3552609860745246e-08,2019-04-14,1.99077634863154e-08,0.0,2019,12.93,9.95,7.7,2019-04-14,-0.5218663480546739,-0.0460905333360036,84.9528097034671,E,0.5238977214066877
1.752182965386595e-08,2019-04-15,2.2692262624524062e-08,0.0,2019,12.93,9.95,7.7,2019-04-15,0.5237542258368597,0.4242338074578179,230.99299746644724,SW,0.6740124720449356
1.13885976205097e-08,2019-04-16,1.5871913783271907e-08,0.0037521145,2019,12.93,9.95,7.7,2019-04-16,0.15394843286938142,0.3478650516933865,203.871889600275,SW,0.3804079575568588
2.2379781805526022e-08,2019-04-17,3.166807482912759e-08,3.8330932,2019,12.93,9.95,7.7,2019-04-17,2.481699940231111,-0.6863383717007108,285.45930316138134,W,2.5748582395564776
1.0423413465687759e-08,2019-04-18,1.541937955096273e-08,3.3438568,2019,12.93,9.95,7.7,2019-04-18,1.7128399246268802,-1.311830679575602,307.4477991749132,NW,2.1574800901217146
9.642096232553854e-09,2019-04-19,1.4928071112585428e-08,0.0,2019,12.93,9.95,7.7,2019-04-19,0.4725837508837382,-2.108550442589654,347.3672171818238,N,2.1608610252731126
9.172353876429895e-09,2019-04-20,1.3819273836368495e-08,0.0,2019,12.93,9.95,7.7,2019-04-20,1.232606401046117,-1.7435515191819935,324.74154119621386,NW,2.135249502971889
1.4942717618815493e-08,2019-04-21,2.1553841156318754e-08,0.0,2019,12.93,9.95,7.7,2019-04-21,1.418669686342279,-1.0235311720106337,305.809412420926,NW,1.7493540919505008
1.529405657674232e-08,2019-04-22,2.1195829202902416e-08,0.0,2019,12.93,9.95,7.7,2019-04-22,1.3622571267446295,-0.39020416037076056,285.9838007826721,W,1.4170404955883174
1.822078066204824e-08,2019-04-23,2.4866894321462496e-08,0.06071131,2019,12.93,9.95,7.7,2019-04-23,3.209026681052314,-0.5279657203290198,279.34289941410975,W,3.2521685137071494
1.0218317081367445e-08,2019-04-24,1.63216941073685e-08,0.0,2019,12.93,9.95,7.7,2019-04-24,0.6301613536973795,-1.0493542353312173,329.01421494483196,NW,1.2240292655411789
1.0660714755417189e-08,2019-04-25,1.5859938140572183e-08,0.0,2019,12.93,9.95,7.7,2019-04-25,0.5358849962552389,-1.383163611094157,338.82192451179395,N,1.4833456455818064
1.509696379020653e-08,2019-04-26,2.161215384433035e-08,0.0,2019,12.93,9.95,7.7,2019-04-26,-2.0684904522365994,-2.6970912085639105,37.485818533304325,NE,3.39896362709381
1.1339330696635841e-08,2019-04-27,1.633934432199169e-08,0.634909,2019,12.93,9.95,7.7,2019-04-27,-1.3376441531711154,-1.6599290635850694,38.86340143481283,NE,2.131819968160369
4.169037559620392e-08,2019-04-28,6.086555970341578e-08,11.694857,2019,12.93,9.95,7.7,2019-04-28,-0.2728632556067573,0.11867867575751412,113.50606666517342,SE,0.2975550106112746
7.742363261620255e-08,2019-04-29,9.684704960211121e-08,4.004878,2019,12.93,9.95,7.7,2019-04-29,-0.5386891133255428,0.9649346470832824,150.82691154294793,SE,1.105117565672177
4.0352393537723685e-08,2019-04-30,5.059117746952779e-08,0.930255,2019,12.93,9.95,7.7,2019-04-30,-0.16488092144330344,-0.9718493885464139,9.628936319688364,N,0.9857367560733603
1.614542199934732e-08,2019-05-01,2.1948033168683878e-08,2.0076394,2019,12.93,9.95,7.7,2019-05-01,0.3000763555367788,-1.5282513830396864,348.89114260414044,N,1.5574331795987106
3.2600945387706304e-08,2019-05-02,4.4862334735995546e-08,0.42752233,2019,12.93,9.95,7.7,2019-05-02,0.7820951143900553,-1.3031402164035373,329.0294230308924,NW,1.5198181442399783
2.778500729494482e-08,2019-05-03,3.7696703314438196e-08,0.291968,2019,12.93,9.95,7.7,2019-05-03,0.8480278717146978,-1.2785955005221896,326.44569131417643,NW,1.534261296246682
2.6481372317199714e-08,2019-05-04,3.602829268256613e-08,0.3082149,2019,12.93,9.95,7.7,2019-05-04,0.07096438275443179,-1.517674446105957,357.3228775850073,N,1.519332639017125
2.1032556259126256e-08,2019-05-05,2.8470600321739425e-08,0.0,2019,12.93,9.95,7.7,2019-05-05,-0.20026906331380206,-1.7324338489108615,6.594113393962743,N,1.7439709683858529
1.03576274224082e-08,2019-05-06,1.4483286348010438e-08,0.0,2019,12.93,9.95,7.7,2019-05-06,-0.20834369791878596,-0.947333017985026,12.403405271003805,N,0.9699726508655241
1.0100972169801992e-08,2019-05-07,1.4444598073204418e-08,0.0,2019,12.93,9.95,7.7,2019-05-07,0.6862835221820408,-0.9467449188232422,324.0621147557093,NW,1.1693207490403201
1.6719039264145863e-08,2019-05-08,2.3905400325929804e-08,0.0,2019,12.93,9.95,7.7,2019-05-08,0.7499054537879096,-1.434034612443712,332.39340229487857,NW,1.618274840472853
8.397661788173139e-09,2019-05-09,1.1932279053716854e-08,0.0,2019,12.93,9.95,7.7,2019-05-09,-0.47461098432540894,-1.5692534446716309,16.827616177514756,N,1.6394547752396567
1.067567534374092e-08,2019-05-10,1.514599046181786e-08,0.0,2019,12.93,9.95,7.7,2019-05-10,-0.4474794599745009,-2.0754977332221136,12.166791377505774,N,2.123188335430751
7.448921146568921e-09,2019-05-11,1.0554111251614984e-08,0.0,2019,12.93,9.95,7.7,2019-05-11,-1.4045469495985243,-1.9501494301689997,35.76238771670023,NE,2.4032966803153943
1.2684408856600271e-08,2019-05-12,1.804190219445445e-08,0.0,2019,12.93,9.95,7.7,2019-05-12,-0.13638183805677626,0.29644190933969283,155.29460913081016,SE,0.3263093798294916
1.9860846411923205e-08,2019-05-13,2.8512852523476795e-08,0.0,2019,12.93,9.95,7.7,2019-05-13,-0.8856155607435439,0.34706564082039726,111.39981479995237,E,0.9511937134302216
2.2257360732247378e-08,2019-05-14,3.217751454176465e-08,0.0,2019,12.93,9.95,7.7,2019-05-14,0.9106468823220996,-0.5854118234581418,302.73504688261625,NW,1.0825824436630895
2.0140531277468288e-08,2019-05-15,2.9296109205212417e-08,0.0,2019,12.93,9.95,7.7,2019-05-15,0.32536963290638393,-0.9387660622596741,340.884047871788,N,0.9935527754820925
8.936917428314928e-09,2019-05-16,1.2282393768714428e-08,0.0,2019,12.93,9.95,7.7,2019-05-16,-0.342163794570499,-1.7269603411356609,11.206909767575496,N,1.760530625172502
1.5490188687294904e-08,2019-05-17,2.2454161197060785e-08,0.0,2019,12.93,9.95,7.7,2019-05-17,-0.06042438083224827,-2.409047974480523,1.4368066947790794,N,2.4098056455132792
1.6534716928973126e-08,2019-05-18,2.4004831900015233e-08,0.026030641,2019,12.93,9.95,7.7,2019-05-18,-0.3084898524814182,-2.527533213297526,6.958632978430785,N,2.5462894834260545
5.1923816357657415e-09,2019-05-19,7.494858067502719e-09,0.0,2019,12.93,9.95,7.7,2019-05-19,-1.1221293343438044,-3.003827730814616,20.484002553431992,N,3.206579997350098
9.16715714449623e-09,2019-05-20,1.3188570680000566e-08,0.0,2019,12.93,9.95,7.7,2019-05-20,-0.4238255818684896,-3.0855712890625,7.821049054839591,N,3.1145430328915
9.545196077986873e-09,2019-05-21,1.362406221172563e-08,0.0,2019,12.93,9.95,7.7,2019-05-21,-1.1995291709899902,-3.1324446466233997,20.95369534397389,N,3.3542629139969824
4.573767253823746e-09,2019-05-22,6.486492010182587e-09,0.3194206,2019,12.93,9.95,7.7,2019-05-22,-0.6293313238355849,-2.870242118835449,12.367009540093704,N,2.9384260643918982
2.4015955335521255e-08,2019-05-23,3.336173926005159e-08,2.2869961,2019,12.93,9.95,7.7,2019-05-23,-0.5760363472832574,-2.1872584554884167,14.754391121692493,N,2.2618393896333604
2.883840555245598e-08,2019-05-24,3.392738534557793e-08,0.00046620608,2019,12.93,9.95,7.7,2019-05-24,-0.12766047318776452,-2.301409615410699,3.1749750217232986,N,2.304947594701308
1.1924350062919586e-08,2019-05-25,1.7348339875766783e-08,0.0,2019,12.93,9.95,7.7,2019-05-25,-0.4736843440267775,-1.9389325777689617,13.728545497575908,N,1.995955009239905
8.39760416759816e-09,2019-05-26,1.2003999572129942e-08,0.0,2019,12.93,9.95,7.7,2019-05-26,-0.8877835273742676,-2.4106867048475475,20.217237349951233,N,2.568962821919738
8.550641639182288e-09,2019-05-27,1.2147221783997963e-08,0.0,2019,12.93,9.95,7.7,2019-05-27,-0.8297330008612739,-2.2674253251817493,20.099401932224225,N,2.4144718797272864
5.695322657928159e-09,2019-05-28,8.057760680912907e-09,0.0,2019,12.93,9.95,7.7,2019-05-28,-0.9028631846110027,-2.0328359603881836,23.947907579380683,NE,2.224316517938324
9.526108901702912e-09,2019-05-29,1.3488453021182067e-08,0.33075377,2019,12.93,9.95,7.7,2019-05-29,-0.17019709613588122,-1.6603763898213706,5.85266980715727,N,1.669076633174563
2.064073578722514e-08,2019-05-30,2.922064668009483e-08,0.64082587,2019,12.93,9.95,7.7,2019-05-30,0.3279974361260731,-0.8274489674303267,338.3768249819409,N,0.8900865754558887
2.5267635574144354e-08,2019-05-31,3.4769786397270686e-08,0.1618564,2019,12.93,9.95,7.7,2019-05-31,0.4111736946635776,-0.2747983932495117,303.7558678293878,NW,0.49454824245548606
2.7088447041023755e-08,2019-06-01,3.7814331221852626e-08,0.0022044044,2019,12.93,9.95,7.7,2019-06-01,0.8950059678819444,-0.305404845211241,288.84129305938774,W,0.9456784876599437
2.2391483223138664e-08,2019-06-02,3.295089567867393e-08,0.6862929,2019,12.93,9.95,7.7,2019-06-02,1.0322276221381292,-0.4470330112510257,293.4162785243771,NW,1.1248699378386358
4.2363535901479565e-08,2019-06-03,5.97798527346427e-08,0.27464134,2019,12.93,9.95,7.7,2019-06-03,0.5851193534003364,-0.8439155949486626,325.26493225366903,NW,1.026916836516562
2.7145506176218248e-08,2019-06-04,3.4801348025581547e-08,0.0,2019,12.93,9.95,7.7,2019-06-04,0.6363334125942655,-1.773822201622857,340.2652757109213,N,1.8845066768133307
8.07189404206099e-09,2019-06-05,1.172001595772798e-08,0.0,2019,12.93,9.95,7.7,2019-06-05,-0.2395871380964915,-2.5579787890116377,5.350865287501904,N,2.5691744747631895
4.897511729495818e-09,2019-06-06,7.085313669108473e-09,0.0,2019,12.93,9.95,7.7,2019-06-06,-0.503984295659595,-3.0283786985609265,9.448598518564154,N,3.0700289432135763
4.261763386637085e-09,2019-06-07,6.23391294141129e-09,0.0,2019,12.93,9.95,7.7,2019-06-07,-0.548404746585422,-3.1145394113328724,9.986215344799746,N,3.162452135736308
4.1760086499920135e-09,2019-06-08,5.987980333799214e-09,0.0,2019,12.93,9.95,7.7,2019-06-08,-0.02109631896018982,-2.68518156475491,0.4501390842848991,N,2.685264435837427
4.252732277443272e-09,2019-06-09,6.253631501529355e-09,0.0,2019,12.93,9.95,7.7,2019-06-09,0.4882729715771145,-2.415055168999566,348.5700829617512,N,2.463920040115805
6.777956307324473e-09,2019-06-10,9.957270452609635e-09,0.0,2019,12.93,9.95,7.7,2019-06-10,-0.7843608856201172,-2.9103523890177407,15.08325430612507,N,3.014195253654289
