data_pm_2.5,dates,data_pm_10,precipitation,year,Number of tourists,Receipts,perc of GNP,date,uWind,vWind,wind_dir_deg,wind_dir_labels,wind_speed
6.789058357159483e-09,2020-09-15,2.165329471282007e-08,0.0,2020,2.8,4.51,3.7,2020-09-15,-0.6670070754157172,-1.4047734472486708,25.399054792992956,NE,1.5550842024628577
1.3175533331022393e-08,2020-09-16,6.628935589336749e-08,0.0,2020,2.8,4.51,3.7,2020-09-16,1.9977121849854786,0.5018633736504449,255.89803716284166,W,2.059786595706279
2.1372247305251335e-08,2020-09-17,1.0302204056511499e-07,3.293664,2020,2.8,4.51,3.7,2020-09-17,1.4534561898973253,0.04308081666628516,268.30223537585795,W,1.454094512992702
2.0930948918529424e-08,2020-09-18,9.00845196216693e-08,0.0,2020,2.8,4.51,3.7,2020-09-18,1.7115112907356684,0.04381367895338267,268.5335821320855,W,1.7120720010499277
7.9417897366936e-09,2020-09-19,3.382996887095133e-08,0.0,2020,2.8,4.51,3.7,2020-09-19,0.11909886532359651,-1.3705961969163682,355.03372006686857,N,1.3757610529168867
1.1833352298040722e-08,2020-09-20,4.94378517013061e-08,0.0,2020,2.8,4.51,3.7,2020-09-20,-0.9053061273362901,-1.6952223247951932,28.1037266967615,NE,1.9218111027561087
1.2902069364273405e-08,2020-09-21,5.339506609775002e-08,0.0,2020,2.8,4.51,3.7,2020-09-21,-0.7734822697109647,-1.7243405977884927,24.159429721004358,NE,1.8898744187746448
1.9483967841904537e-08,2020-09-22,5.511786427270238e-08,0.0,2020,2.8,4.51,3.7,2020-09-22,-0.6541888978746202,-1.260212951236301,27.43426863208282,NE,1.4198942906308616
2.1256776019940027e-08,2020-09-23,6.409072150770356e-08,0.0,2020,2.8,4.51,3.7,2020-09-23,-1.8292623625861273,-2.2559669812520347,39.03704438127693,NE,2.9044083410694164
2.6550108812861684e-08,2020-09-24,8.833129181567978e-08,0.0,2020,2.8,4.51,3.7,2020-09-24,0.977438767751058,-0.18554414312044779,280.74839285661176,W,0.9948935489533581
2.0161976657662173e-08,2020-09-25,7.086786236315534e-08,0.0,2020,2.8,4.51,3.7,2020-09-25,0.12651877933078343,-0.5493983328342438,347.03166971263386,N,0.5637779080847333
1.0659268502577479e-08,2020-09-26,3.930605899787887e-08,0.0,2020,2.8,4.51,3.7,2020-09-26,-0.13503556781344944,-2.453774717119005,3.1499109389295086,N,2.457487531392002
1.0399770426772204e-08,2020-09-27,4.510945900843e-08,0.0,2020,2.8,4.51,3.7,2020-09-27,-1.1228595309787326,-2.802599377102322,21.83347404513671,N,3.019168228973686
7.059605157400117e-09,2020-09-28,2.8445768324170118e-08,0.0,2020,2.8,4.51,3.7,2020-09-28,-0.9205321735805935,-2.18655088212755,22.830964733384917,NE,2.3724215988583857
1.0908937198017554e-08,2020-09-29,3.592597952462029e-08,0.0,2020,2.8,4.51,3.7,2020-09-29,0.4047379593054453,-1.0338085492451985,338.619564982214,N,1.1102130120815548
1.3941841854603343e-08,2020-09-30,5.1167866423063035e-08,0.0,2020,2.8,4.51,3.7,2020-09-30,0.7773547569910685,-0.9176628258493211,319.7319710332267,NW,1.2026576737219967
6.749302804143209e-09,2020-10-01,2.569435117449892e-08,0.0,2020,2.8,4.51,3.7,2020-10-01,0.20605637629826865,-1.8688028123643663,353.70791714182224,N,1.8801285013833864
8.462558362398731e-09,2020-10-02,3.1067357068870205e-08,0.50898635,2020,2.8,4.51,3.7,2020-10-02,-0.0033368534511989956,-2.1218144628736706,0.09010564558673195,N,2.121817086709134
3.454484469311847e-09,2020-10-03,1.1389048829024695e-08,0.0,2020,2.8,4.51,3.7,2020-10-03,-0.7186060481601291,-2.037400245666504,19.428120855014868,N,2.160415333563028
7.97959531784187e-09,2020-10-04,4.6221143468194725e-08,0.0,2020,2.8,4.51,3.7,2020-10-04,-1.1844856474134657,-2.262492444780138,27.63346575764075,NE,2.5537968422753803
7.3040928999512644e-09,2020-10-05,3.626479849749842e-08,0.0,2020,2.8,4.51,3.7,2020-10-05,-0.9236941867404513,-2.5521918932596845,19.89630049893708,N,2.714202352559322
1.311339448140103e-08,2020-10-06,3.32819889425906e-08,0.0,2020,2.8,4.51,3.7,2020-10-06,-1.2338559362623425,-2.2082184155782065,29.194550349613905,NE,2.5295511543253175
1.024314900260892e-08,2020-10-07,1.9561008590684992e-08,0.01331384,2020,2.8,4.51,3.7,2020-10-07,0.4337739547093709,-1.2486095428466797,340.8424864440227,N,1.321811497253675
1.0124051673388035e-08,2020-10-08,2.169930835016487e-08,0.0,2020,2.8,4.51,3.7,2020-10-08,0.497783084710439,-0.8393138779534234,329.3285261917654,NW,0.9758256940402082
1.2481225081240055e-08,2020-10-09,2.7000977786961755e-08,0.0,2020,2.8,4.51,3.7,2020-10-09,0.38710458079973864,-0.523592621088028,323.5235947959284,NW,0.6511522013584632
6.8280699080935925e-09,2020-10-10,1.3012198873951775e-08,0.0,2020,2.8,4.51,3.7,2020-10-10,0.1929972701602512,-0.7708690431382921,345.94417040680065,N,0.7946615807740142
1.10363808092373e-08,2020-10-11,2.4393473352368744e-08,0.0,2020,2.8,4.51,3.7,2020-10-11,0.31558647751808167,-0.7468112309773763,337.0921188325313,NW,0.8107538711015907
1.2808274239828332e-08,2020-10-12,2.4356680561332666e-08,0.0,2020,2.8,4.51,3.7,2020-10-12,-0.13039403491550022,-1.3176791932847767,5.651438819957264,N,1.3241151992017781
1.1584309553280825e-08,2020-10-13,1.9537313919459898e-08,0.0,2020,2.8,4.51,3.7,2020-10-13,-0.19264096021652222,-1.7158481809828017,6.4058616082979825,N,1.7266283675809144
7.054589669375222e-09,2020-10-14,1.1264532709387431e-08,0.0,2020,2.8,4.51,3.7,2020-10-14,0.015390276908874512,-1.3205795288085938,359.3322946672269,N,1.3206692063236953
1.1071986466548722e-08,2020-10-15,1.9749080593101098e-08,0.0,2020,2.8,4.51,3.7,2020-10-15,-0.33450079295370316,-1.85574558046129,10.217926836246193,N,1.885651728153496
9.239057519039306e-09,2020-10-16,1.6903022759251485e-08,0.0,2020,2.8,4.51,3.7,2020-10-16,-0.03398114629089832,-1.885372691684299,1.0325626814680504,N,1.8856788975995205
4.5673732157469615e-09,2020-10-17,8.120837891034682e-09,0.0,2020,2.8,4.51,3.7,2020-10-17,-0.7507015433576372,-1.5774581167432997,25.449457744584493,NE,1.7469765073631804
1.1601373417491345e-08,2020-10-18,3.525761727019017e-08,0.35396057,2020,2.8,4.51,3.7,2020-10-18,-0.4275440639919705,0.10751382178730434,104.11540019466736,E,0.44085501985355957
1.093802762947016e-08,2020-10-19,2.9267177681369105e-08,0.026548008,2020,2.8,4.51,3.7,2020-10-19,-0.0020422736803690777,0.7814343902799818,179.85025819500947,S,0.7814370590098939
1.0957005254497165e-08,2020-10-20,3.503178343938762e-08,9.894619,2020,2.8,4.51,3.7,2020-10-20,0.6732100678814782,3.2447459631496005,191.7212560299276,S,3.313847938706997
1.0790453225384411e-08,2020-10-21,2.8744724517304476e-08,1.7304662,2020,2.8,4.51,3.7,2020-10-21,2.1902404261959925,-0.12747383117675778,273.33090488337916,W,2.193946832121983
4.8741784428041335e-09,2020-10-22,7.858907420665862e-09,1.8293047,2020,2.8,4.51,3.7,2020-10-22,1.5021166782826185,-0.44092957178751624,286.35901219009736,W,1.5654946191065398
1.1296839380614543e-08,2020-10-23,2.0514789644821008e-08,0.36513817,2020,2.8,4.51,3.7,2020-10-23,-0.4114583962493473,-0.6087409622139401,34.0554312837798,NE,0.7347540887407423
1.0556067624178933e-08,2020-10-24,1.7856900062784842e-08,0.0,2020,2.8,4.51,3.7,2020-10-24,-1.4524955219692655,-0.7455160352918837,62.83012885370391,NE,1.6326473594190811
1.0061121283322372e-08,2020-10-25,2.1205499779741732e-08,0.0,2020,2.8,4.51,3.7,2020-10-25,-0.00858731733428103,-1.0691145261128743,0.46019995801850655,N,1.0691490129839503
1.2069876390019552e-08,2020-10-26,1.9809626862488106e-08,0.0,2020,2.8,4.51,3.7,2020-10-26,-0.26584818628099227,-1.3808547655741374,10.897498239479773,N,1.4062130499172945
1.8004058258136446e-08,2020-10-27,2.9792963270047768e-08,0.0,2020,2.8,4.51,3.7,2020-10-27,-1.2030748791164823,-1.6712457868787975,35.74887252543499,NE,2.059235694358776
1.0864741432914382e-08,2020-10-28,2.003804200345627e-08,0.0,2020,2.8,4.51,3.7,2020-10-28,-0.7712349361843533,-1.2828477223714192,31.013854636514907,NE,1.4968305199937706
1.768636703758375e-08,2020-10-29,3.8070692598424216e-08,0.0,2020,2.8,4.51,3.7,2020-10-29,-0.6135530471801758,-0.19121826357311672,72.68997532667714,E,0.6426599147511823
1.762261114812702e-08,2020-10-30,3.943719495413944e-08,0.0,2020,2.8,4.51,3.7,2020-10-30,-0.3054843478732639,0.3319661286142137,137.37888645187945,SE,0.45113434511535694
1.0048784637728403e-08,2020-10-31,2.4473700066529602e-08,0.0,2020,2.8,4.51,3.7,2020-10-31,-0.30077081587579513,-0.18689317173428005,58.14398100878117,NE,0.3541075279113543
8.979520918495076e-09,2020-11-01,1.961529294547404e-08,0.0,2020,2.8,4.51,3.7,2020-11-01,-0.7303055657280816,-1.1312787267896864,32.844571681149944,NE,1.3465280453894406
2.0184767482445132e-08,2020-11-02,4.2197756705553147e-08,0.0,2020,2.8,4.51,3.7,2020-11-02,0.0782187084356944,-0.33747344546847874,346.9505536405683,N,0.34641953285823024
1.3698921316751544e-08,2020-11-03,2.4379552966691254e-08,0.0,2020,2.8,4.51,3.7,2020-11-03,0.14731825722588432,-0.7766506406995985,349.2595044900475,N,0.7904991376410027
7.838912408075771e-09,2020-11-04,1.2808963674448837e-08,7.314961,2020,2.8,4.51,3.7,2020-11-04,0.8053065571520064,-0.7270687950981989,312.0772144545277,NW,1.084964369828597
9.827514919902303e-09,2020-11-05,2.0063841178752373e-08,4.887476,2020,2.8,4.51,3.7,2020-11-05,0.8357471326986948,0.8469871580600739,224.61729166590408,SW,1.1898993721036961
1.254504100600684e-08,2020-11-06,3.1135411693306025e-08,1.0254138,2020,2.8,4.51,3.7,2020-11-06,-0.2499802476829953,-0.2308992279900445,47.27227138909808,NE,0.34030071659937805
1.6295686453005054e-08,2020-11-07,4.2784863429901066e-08,0.0,2020,2.8,4.51,3.7,2020-11-07,0.23968307508362666,0.007141749064127623,268.2932835575244,W,0.239789451522035
1.3230291757981849e-08,2020-11-08,2.632619602871422e-08,0.0,2020,2.8,4.51,3.7,2020-11-08,0.14138934016227722,-0.7276359664069282,349.0037000343552,N,0.7412456037781732
6.698340694610838e-09,2020-11-09,1.0971911046375737e-08,0.0,2020,2.8,4.51,3.7,2020-11-09,-0.387252946694692,-1.08251158396403,19.68393898491621,N,1.1496939480314035
5.678778836060161e-09,2020-11-10,9.293706262902823e-09,0.0,2020,2.8,4.51,3.7,2020-11-10,-1.5647772153218589,-1.1767332288953993,53.056348506968504,NE,1.9578633316901932
1.8172575701191906e-08,2020-11-11,4.0577928607510305e-08,1.0905678,2020,2.8,4.51,3.7,2020-11-11,-0.3100088569853041,-0.24894608391655818,51.23452756302936,NE,0.39759230891294256
1.9380521631973124e-08,2020-11-12,3.5319468683070454e-08,7.645035,2020,2.8,4.51,3.7,2020-11-12,-0.5798713896009657,1.0735385980870988,151.62432008073472,SE,1.2201376766826637
1.8342870604370898e-08,2020-11-13,3.8341844921241375e-08,0.43337083,2020,2.8,4.51,3.7,2020-11-13,0.411291221777598,0.42516082856390214,224.05003865575796,SW,0.5915422210260677
8.238089516110492e-09,2020-11-14,1.4516693958022131e-08,0.08283565,2020,2.8,4.51,3.7,2020-11-14,-0.16060384114583331,0.7256306409835815,167.51991552266622,S,0.7431913757068495
5.749855640224677e-09,2020-11-15,1.4315239549311798e-08,0.0,2020,2.8,4.51,3.7,2020-11-15,-0.8216836187574598,1.6873049139976501,154.03484762969651,SE,1.8767423483619088
1.2296471882389248e-08,2020-11-16,2.7409870040351336e-08,0.0,2020,2.8,4.51,3.7,2020-11-16,-1.4423554738362632,0.6163723766803741,113.13882855148728,SE,1.5685356928167253
1.0047146677127916e-08,2020-11-17,2.7243835298840224e-08,0.0,2020,2.8,4.51,3.7,2020-11-17,-2.1041820844014487,0.2563041084342533,96.94481528190511,E,2.119734426836603
8.274188612045208e-09,2020-11-18,1.8376851596002552e-08,0.0,2020,2.8,4.51,3.7,2020-11-18,-1.2475307252671985,-0.473783059252633,69.20439131799014,E,1.3344674210037826
2.3249506986289248e-08,2020-11-19,4.796442065746476e-08,0.0,2020,2.8,4.51,3.7,2020-11-19,0.32340643472141695,0.19683447149064806,238.6741018910591,SW,0.3785967923612413
1.7453050560334304e-08,2020-11-20,3.559908146044677e-08,0.0036001094,2020,2.8,4.51,3.7,2020-11-20,0.7151018745369381,0.44065828124682105,238.35789817133661,SW,0.8399704826942702
1.1161660706804355e-08,2020-11-21,2.3694032846854896e-08,0.0,2020,2.8,4.51,3.7,2020-11-21,-0.02356903420554267,0.34380623367097646,176.07832387177336,S,0.3446131536729324
1.2363160405148843e-08,2020-11-22,2.4628964645501128e-08,0.0,2020,2.8,4.51,3.7,2020-11-22,-0.02615861760245425,-0.45520475175645614,3.288919631483054,N,0.45595574269497724
1.2400054538730387e-08,2020-11-23,2.2444660796594462e-08,0.0,2020,2.8,4.51,3.7,2020-11-23,0.2779790825313992,0.18828147649765012,235.8893325422137,SW,0.3357413955965716
1.0524604750206112e-08,2020-11-24,1.9954818242240435e-08,0.0,2020,2.8,4.51,3.7,2020-11-24,0.40051520201894975,-0.023544655905829548,273.3643134113313,W,0.40120665232521263
7.720622016704759e-09,2020-11-25,1.4583777407928267e-08,0.079136536,2020,2.8,4.51,3.7,2020-11-25,1.2676031092802682,0.6928749448723264,241.33887645496864,SW,1.4446083662670768
6.3991600143809e-09,2020-11-26,1.3201099928472626e-08,6.154072,2020,2.8,4.51,3.7,2020-11-26,3.4451975590652886,1.5311986174848344,246.0375151590881,SW,3.7701399744806414
5.857828834412299e-09,2020-11-27,1.1775080743792188e-08,0.11599836,2020,2.8,4.51,3.7,2020-11-27,2.2722565597958035,0.8431828320026398,249.64125312245804,W,2.4236557432356296
6.579879245627307e-09,2020-11-28,1.1270652966466344e-08,0.0,2020,2.8,4.51,3.7,2020-11-28,1.3531613681051466,0.6994801892174616,242.66451908872673,SW,1.5232590794871004
7.010169431054258e-09,2020-11-29,1.6884312309395355e-08,0.0,2020,2.8,4.51,3.7,2020-11-29,-0.04622422324286568,0.46431059638659156,174.31467881241065,S,0.4666058387239476
9.665322465990389e-09,2020-11-30,2.2104317709548127e-08,0.0,2020,2.8,4.51,3.7,2020-11-30,-1.5365421507093642,1.1555379099316068,126.94455240822612,SE,1.9225580985228157
7.737240070859741e-09,2020-12-01,1.848699437978496e-08,0.0,2020,2.8,4.51,3.7,2020-12-01,-2.0188660091824002,0.8456961140036583,112.72864437113537,SE,2.1888403048813223
7.769621307440744e-09,2020-12-02,2.192832672387457e-08,0.0,2020,2.8,4.51,3.7,2020-12-02,-1.0853651894463434,0.7331027885278065,124.03680060917071,SE,1.3097546690159736
9.447313500943189e-09,2020-12-03,2.499785308612834e-08,0.0,2020,2.8,4.51,3.7,2020-12-03,1.1485384437772963,0.6168119311332703,241.7623899699509,SW,1.3036861260375243
6.972772081947909e-09,2020-12-04,1.4096735556634599e-08,0.0,2020,2.8,4.51,3.7,2020-12-04,2.2724547717306347,-0.006486432419882893,270.1635430535582,W,2.2724640290589573
3.188276983135535e-09,2020-12-05,6.481310564632192e-09,0.0,2020,2.8,4.51,3.7,2020-12-05,3.101932101779514,-0.7463465266757542,283.5286122626365,W,3.1904570051845607
5.095685477740641e-09,2020-12-06,8.056040681769794e-09,0.0,2020,2.8,4.51,3.7,2020-12-06,-1.0706430541144476,-0.23041557934549117,77.85449258749992,E,1.0951565589123002
1.1602430238788486e-08,2020-12-07,2.127712650512592e-08,0.0,2020,2.8,4.51,3.7,2020-12-07,-0.8664065466986762,-0.36866195003191626,66.94991337559799,NE,0.9415794908363608
1.5363005707869082e-08,2020-12-08,2.8848546627935345e-08,0.0,2020,2.8,4.51,3.7,2020-12-08,-0.1257606181833479,-0.5747391912672255,12.342552151694804,N,0.5883373786054752
1.1420428415453987e-08,2020-12-09,2.027451793257251e-08,0.0,2020,2.8,4.51,3.7,2020-12-09,-1.399210294087728,-1.164488050672743,50.23119426251856,NE,1.8203905809580183
1.1018206506896444e-08,2020-12-10,2.023623935087926e-08,0.0,2020,2.8,4.51,3.7,2020-12-10,-0.8872494167751735,-0.7114324039883084,51.27595331402341,NE,1.137254409977147
1.230773886279346e-08,2020-12-11,2.14096247189155e-08,0.0,2020,2.8,4.51,3.7,2020-12-11,-1.1752933926052518,-1.1822545263502333,44.8308231947633,NE,1.6670453874376596
1.415224124001746e-08,2020-12-12,2.4892225190809025e-08,0.0,2020,2.8,4.51,3.7,2020-12-12,-1.8233935568067763,-1.0443161328633628,60.19884539876176,NE,2.1012758620331495
2.0780336021375412e-08,2020-12-13,4.078027238813009e-08,6.2506123,2020,2.8,4.51,3.7,2020-12-13,-0.7847182750701903,-0.37004152933756507,64.753323173475,NE,0.8675906319593468
1.4539341904040715e-08,2020-12-14,2.412789699285378e-08,0.013091035,2020,2.8,4.51,3.7,2020-12-14,1.034956402455767,0.13396054175164965,262.6248720270341,W,1.0435900448598476
8.56587403091913e-09,2020-12-15,1.2732832142814399e-08,0.010130814,2020,2.8,4.51,3.7,2020-12-15,-0.7983883056375716,-1.0824308925204806,36.412049395534325,NE,1.3450206406079859
1.4562604011558733e-08,2020-12-16,2.7570297045365066e-08,10.2804,2020,2.8,4.51,3.7,2020-12-16,1.990452978346083,-0.02109050750732422,270.60707379738574,W,1.9905647109586033
6.43641726721933e-09,2020-12-17,1.0821305962416261e-08,0.0,2020,2.8,4.51,3.7,2020-12-17,0.9700852500067818,-1.708693716261122,330.41490542699205,NW,1.9648663079891628
1.0360814553522779e-08,2020-12-18,1.7513353330056436e-08,0.0,2020,2.8,4.51,3.7,2020-12-18,-0.7354323599073622,-0.6791674825880263,47.27770534855034,NE,1.0010640466043463
1.4534955025159724e-08,2020-12-19,2.597833896611501e-08,1.3193761,2020,2.8,4.51,3.7,2020-12-19,-0.21444671352704367,-0.48451312383015954,23.874300427298692,NE,0.5298493749229204
1.3719395945688273e-08,2020-12-20,2.455528650552319e-08,0.0,2020,2.8,4.51,3.7,2020-12-20,-1.167364968193902,-0.501396593120363,66.75592430901918,NE,1.2704879033501486
1.0360413325860574e-08,2020-12-21,1.8866724439681182e-08,0.0,2020,2.8,4.51,3.7,2020-12-21,-0.9605749448140461,-0.9486715528700087,45.35721175061872,NE,1.3500673834402865
1.2286603290334597e-08,2020-12-22,2.6015116949551498e-08,0.0,2020,2.8,4.51,3.7,2020-12-22,0.34930806027518374,0.4586300849914551,217.29411513839148,SW,0.5765047058198924
1.2310766538126128e-08,2020-12-23,2.4223949943169565e-08,0.0,2020,2.8,4.51,3.7,2020-12-23,-0.7057212723626031,-0.1367830965254042,79.03092215985191,E,0.7188547348109835
1.1998761650922063e-08,2020-12-24,2.227341866500865e-08,0.0023856296,2020,2.8,4.51,3.7,2020-12-24,-0.9082957903544108,-0.2449577119615343,74.9070151030906,E,0.9407473217740105
1.416063934861489e-08,2020-12-25,2.5877532200402342e-08,7.726371,2020,2.8,4.51,3.7,2020-12-25,-0.35322696301672196,0.0729798972606659,101.6735733803132,E,0.360687333858834
1.701443164831007e-08,2020-12-26,3.635754286523962e-08,0.0,2020,2.8,4.51,3.7,2020-12-26,-1.199927488962809,0.1327017744382223,96.31078131031393,E,1.207243032577801
1.3595308906433345e-08,2020-12-27,3.341860390498885e-08,0.0,2020,2.8,4.51,3.7,2020-12-27,0.04213401344087389,-0.003005428446663738,274.0800102216126,W,0.04224106637839246
2.076673094207268e-08,2020-12-28,5.629997244143217e-08,0.0,2020,2.8,4.51,3.7,2020-12-28,0.19490406496657267,-0.11350019441710579,300.2139021996526,NW,0.2255435405264686
1.1449288475628983e-08,2020-12-29,2.2116819826945022e-08,0.0,2020,2.8,4.51,3.7,2020-12-29,0.4041966226909103,-0.6268694135877821,327.18664365952355,NW,0.7458821431611217
9.58829256964e-09,2020-12-30,1.6067145836018426e-08,0.0,2020,2.8,4.51,3.7,2020-12-30,-2.320553249782986,-1.8937603102789984,50.78275580115263,NE,2.9952120956397037
7.57569072751263e-09,2020-12-31,1.178462897405419e-08,0.0,2020,2.8,4.51,3.7,2020-12-31,-1.0690806176927354,-1.6438405248853896,33.03818147522401,NE,1.9609041379888394
1.3581245017491028e-08,2021-01-01,2.2665067489491264e-08,0.0,2021,3.72,4.64,3.3,2021-01-01,-0.27530952956941396,-1.4286461406283908,10.9075656214481,N,1.45493131528747
9.016642300851974e-09,2021-01-02,1.4289445300630366e-08,0.0,2021,3.72,4.64,3.3,2021-01-02,-0.708728101518419,-0.9254519674513075,37.44555518517626,NE,1.1656572677856036
5.500537789138171e-09,2021-01-03,9.116674311304696e-09,0.0,2021,3.72,4.64,3.3,2021-01-03,-1.8225951724582248,-1.6475606494479709,47.88754969699812,NE,2.4568901595874095
1.6210239747738164e-08,2021-01-04,2.9237888221622654e-08,5.5251946,2021,3.72,4.64,3.3,2021-01-04,-0.7703604168362088,-0.37667152616712785,63.94345067422097,NE,0.8575177027053906
2.675199572976794e-08,2021-01-05,4.86309624792014e-08,9.386433,2021,3.72,4.64,3.3,2021-01-05,0.41954413428902626,0.6545700762006972,212.6576823243613,SW,0.7774826462846067
1.3903326136210925e-08,2021-01-06,2.8805607232840202e-08,8.766095,2021,3.72,4.64,3.3,2021-01-06,1.0922178328037262,1.1836140950520833,222.70026619006904,SW,1.6105533584145637
1.2106492856822637e-08,2021-01-07,2.1413004321069184e-08,18.20282,2021,3.72,4.64,3.3,2021-01-07,1.0667112668355305,0.8141430450810326,232.64814192175146,SW,1.341902315613055
9.14481389224786e-09,2021-01-08,1.6426130261537608e-08,3.2692916,2021,3.72,4.64,3.3,2021-01-08,1.0727491411897871,1.611930615372128,213.64399475391693,SW,1.9362621280956236
5.072109003634306e-09,2021-01-09,8.964837427960504e-09,0.3061006,2021,3.72,4.64,3.3,2021-01-09,3.389041652282079,0.6264522009425693,259.5272906360237,W,3.4464540735324816
4.014887311498683e-09,2021-01-10,1.1330526183961354e-08,0.00859508,2021,3.72,4.64,3.3,2021-01-10,4.619929631551107,1.5278568267822266,251.7004339426677,W,4.866014414654873
8.317034394522693e-09,2021-01-11,1.4368727208058374e-08,0.0,2021,3.72,4.64,3.3,2021-01-11,1.82896312740114,0.4498672779235575,256.18136346895756,W,1.8834772866003218
5.836742187660671e-09,2021-01-12,9.972367591426501e-09,0.0,2021,3.72,4.64,3.3,2021-01-12,-1.3935066858927407,-0.5184298621283637,69.5931601188214,E,1.4868188879531372
7.453263832502e-09,2021-01-13,1.5952472266766993e-08,0.0,2021,3.72,4.64,3.3,2021-01-13,-0.4488868713378906,-0.09538639916314019,78.00335239142703,E,0.4589095645166157
7.482817677983977e-09,2021-01-14,1.490167556711386e-08,0.0,2021,3.72,4.64,3.3,2021-01-14,-0.6947999530368381,-1.3131976657443576,27.882876111933285,NE,1.485676641822312
8.91612483844284e-09,2021-01-15,1.676132466155167e-08,0.0,2021,3.72,4.64,3.3,2021-01-15,-1.3584174050225153,-1.4565485848320854,43.00344781138392,NE,1.9916906452168859
1.363340717402961e-08,2021-01-16,2.465182429717272e-08,0.0,2021,3.72,4.64,3.3,2021-01-16,-1.2977699173821344,-1.213673644595676,46.91784593806824,NE,1.776854094755161
1.0192853006074643e-08,2021-01-17,2.2701687640847013e-08,1.77923,2021,3.72,4.64,3.3,2021-01-17,-0.25414956609408057,-0.10339168707529704,67.86280346264914,E,0.27437536861403133
1.162491089501394e-08,2021-01-18,2.494352169257752e-08,0.0,2021,3.72,4.64,3.3,2021-01-18,-0.32878809173901874,0.44971328642633224,143.8292374384534,SE,0.5570849569480024
1.3467205572936791e-08,2021-01-19,2.3638092927491527e-08,0.29268992,2021,3.72,4.64,3.3,2021-01-19,0.48185566398832536,-0.2341127660539415,295.91310626227266,NW,0.5357178997822057
1.7362286823530138e-08,2021-01-20,3.726352114374887e-08,5.2344728,2021,3.72,4.64,3.3,2021-01-20,0.5649412711047463,0.7067316969235738,218.6378486330952,SW,0.904780819444091
8.118856371919225e-09,2021-01-21,1.9043159861509285e-08,0.0006611244,2021,3.72,4.64,3.3,2021-01-21,0.3617295678704977,0.5678549073636532,212.49756649206256,SW,0.6732811270849348
7.121957822531916e-09,2021-01-22,1.4433980156935977e-08,0.0,2021,3.72,4.64,3.3,2021-01-22,1.1045798295074039,-0.061826315191056996,273.203656631777,W,1.1063087692885334
4.0360961656160654e-09,2021-01-23,6.019503118182001e-09,0.0,2021,3.72,4.64,3.3,2021-01-23,-0.5735611153973473,-0.9305865499708388,31.64734083756565,NE,1.093143942983941
9.269439577019867e-09,2021-01-24,1.5668013442216022e-08,0.47369337,2021,3.72,4.64,3.3,2021-01-24,-0.5411615371704102,-1.169702000088162,24.8275767509748,NE,1.288820615261444
7.4407690633937484e-09,2021-01-25,1.2227719600743647e-08,0.04793688,2021,3.72,4.64,3.3,2021-01-25,-1.2334720823499892,-0.9587964481777616,52.14153827829654,NE,1.5622880678591606
6.744502178968048e-09,2021-01-26,1.225820311923087e-08,0.0,2021,3.72,4.64,3.3,2021-01-26,-2.018942779964871,-1.0102453231811523,63.417380695015424,NE,2.257592868916287
8.218490353539831e-09,2021-01-27,1.676609087675196e-08,0.0,2021,3.72,4.64,3.3,2021-01-27,-0.9924123022291396,-0.7739855448404949,52.04921705330577,NE,1.2585451129132315
1.349054012944606e-08,2021-01-28,2.657794440086292e-08,0.0,2021,3.72,4.64,3.3,2021-01-28,-0.3960345221890344,-0.07112494111061096,79.81862759573323,E,0.40237060033442384
1.5451135884636535e-08,2021-01-29,3.422380807222014e-08,0.0,2021,3.72,4.64,3.3,2021-01-29,0.21858749787012735,0.6657110055287678,198.17769439427371,S,0.7006794110770247
1.0871264048695206e-08,2021-01-30,2.080910630614108e-08,0.0149979275,2021,3.72,4.64,3.3,2021-01-30,0.012998908758163452,-0.9997262491120232,359.25505542840676,N,0.9998107544893174
4.982130874520152e-09,2021-01-31,7.722131933896037e-09,0.032722753,2021,3.72,4.64,3.3,2021-01-31,-1.713220066494412,-1.1305647956000433,56.578926735756454,NE,2.0526323960439883
6.990825356101293e-09,2021-02-01,1.518133074807082e-08,0.0,2021,3.72,4.64,3.3,2021-02-01,-1.7516878975762262,-1.1135182910495334,57.55657166921475,NE,2.0756525419773157
1.6515230315261586e-08,2021-02-02,3.26183611162878e-08,0.0,2021,3.72,4.64,3.3,2021-02-02,-0.3373401992850833,-0.7379207611083984,24.56749206520425,NE,0.8113725776291049
2.0835012755869575e-08,2021-02-03,4.124129128479925e-08,0.16434349,2021,3.72,4.64,3.3,2021-02-03,0.4310438334941864,0.07292440533638,260.3975708150075,W,0.4371690237048235
2.2493371075460455e-08,2021-02-04,4.8502345660617063e-08,2.8786218,2021,3.72,4.64,3.3,2021-02-04,0.8682204253143735,0.15948996941248578,259.5909537205018,W,0.8827478446738158
8.251462069175375e-09,2021-02-05,1.693447337913767e-08,0.0,2021,3.72,4.64,3.3,2021-02-05,1.832834800084432,-0.03834173414442277,271.1984163398346,W,1.833235798520676
9.083092680772786e-09,2021-02-06,1.4897470757002651e-08,3.205882,2021,3.72,4.64,3.3,2021-02-06,2.1107339825895095,0.6738455990950266,252.29447045780512,W,2.215686312788412
4.7451985257795926e-09,2021-02-07,8.764911296754718e-09,0.0,2021,3.72,4.64,3.3,2021-02-07,2.1223981049325733,0.6101223296589322,253.96173046648178,W,2.208353000081695
